360 345 334
385 362 400
334 331 361
364 356 308
417 366 358
331 361 388
388 279 392
341 287 326
374 301 367
379 336 320
418 310 329
376 301 391
386 298 341
362 346 357
398 332 346
427 301 354
429 353 341
429 362 381
390 369 369
334 335 321
367 344 341
415 289 369
395 369 304
404 348 357
396 294 320
416 289 374
356 346 324
364 291 344
350 328 391
398 362 396
420 332 373
369 324 339
410 332 337
370 346 353
407 357 315
377 347 309
371 279 311
344 376 350
339 356 359
346 286 354
375 337 375
338 327 384
349 341 311
383 311 335
383 288 311
423 300 404
392 307 348
331 285 381
419 342 372
419 301 351
397 372 399
335 335 304
393 374 358
414 343 308
394 325 367
337 293 337
364 347 363
409 322 308
338 376 387
415 331 392
376 363 400
339 325 403
346 333 333
402 304 319
430 349 393
423 339 306
421 350 395
407 342 314
425 338 404
405 355 386
420 302 397
384 371 322
424 329 404
426 301 310
334 291 349
384 369 359
403 279 330
413 330 394
401 292 356
377 280 404
401 10 235
358 90 289
426 86 274
417 25 301
431 69 294
376 24 209
369 52 204
387 12 246
405 91 205
421 66 255
436 5 212
385 10 253
406 24 291
405 64 257
407 93 237
432 61 281
359 15 253
379 5 248
440 30 301
380 71 254
409 72 264
425 51 232
451 61 293
439 93 304
401 52 279
401 87 303
444 -5 223
387 85 265
403 81 226
405 5 297
397 57 258
358 -6 275
394 86 238
407 72 259
407 76 264
356 -3 258
383 50 269
379 60 239
362 58 279
381 40 234
381 79 223
412 77 304
379 92 230
372 40 268
408 85 298
422 32 271
385 12 276
415 14 290
451 42 261
443 29 230
436 58 287
376 28 302
436 68 245
434 53 239
389 27 242
397 35 207
427 21 275
414 14 216
401 64 237
426 57 299
384 41 210
436 35 238
416 79 220
448 17 288
447 81 300
445 4 256
401 91 294
436 76 235
387 -7 219
367 76 272
359 57 243
455 85 241
437 38 252
404 68 273
431 1 286
371 90 234
357 27 206
397 38 299
372 18 263
422 76 265
204 352 49
210 428 86
229 366 65
291 439 37
232 357 127
301 378 68
298 362 30
268 369 69
288 369 55
237 382 100
261 403 107
246 379 31
250 434 69
226 415 97
233 351 81
221 378 108
210 358 120
279 354 100
243 397 94
265 428 95
297 400 118
285 424 87
247 384 86
250 389 110
218 419 51
260 383 87
222 380 105
211 384 84
287 441 130
215 402 36
203 379 82
241 385 44
299 382 74
223 401 72
259 408 53
225 395 107
215 421 112
272 346 125
228 414 85
223 414 118
242 377 74
274 402 79
282 403 53
208 387 95
243 405 77
236 404 62
271 430 114
256 427 89
216 420 33
286 425 83
267 406 68
244 412 104
227 404 44
218 422 85
297 357 126
231 369 35
205 437 56
294 405 92
250 343 117
237 381 116
286 375 33
254 387 68
215 429 112
230 356 62
294 386 115
253 407 72
270 390 64
301 385 86
250 438 56
269 413 110
234 348 72
240 413 84
217 441 75
236 406 118
258 439 85
206 355 32
249 342 41
225 410 120
246 398 32
213 441 92
316 427 294
262 439 304
318 482 224
327 438 256
257 413 256
324 395 225
312 467 243
338 473 257
327 432 234
326 479 235
248 382 220
271 427 231
339 449 234
266 467 293
340 405 261
338 382 256
318 426 247
345 449 285
253 464 294
317 420 254
266 439 245
266 427 229
276 475 302
274 411 288
339 426 270
309 391 261
328 406 305
282 413 262
329 404 300
272 426 214
278 434 233
253 423 258
318 437 302
315 474 300
256 443 219
262 464 305
263 393 240
289 405 262
303 475 290
282 387 283
292 405 296
339 395 267
290 419 267
300 382 285
343 384 259
292 431 303
320 411 252
337 448 285
299 411 260
320 444 254
326 479 301
272 443 283
334 398 258
316 476 222
296 466 256
345 456 302
331 439 304
324 430 289
252 479 292
344 467 281
263 458 293
272 462 249
275 397 295
328 425 229
299 455 282
336 443 249
277 400 307
283 385 230
341 415 239
346 451 216
298 474 304
284 453 247
282 480 237
254 419 274
299 417 272
326 438 248
301 412 227
338 442 215
344 384 256
316 403 289
212 61 31
201 58 -9
196 64 15
172 69 53
201 35 34
187 79 15
149 38 -16
211 52 -41
224 38 54
197 64 24
180 114 4
153 83 50
202 71 49
189 92 24
195 116 -38
203 42 49
223 125 7
201 109 15
153 114 -19
173 115 -5
132 77 47
162 64 -14
164 38 -40
193 112 24
206 92 51
159 57 -3
196 80 40
219 98 -36
177 128 -3
190 120 16
194 40 -13
144 106 -37
146 118 -27
150 91 3
214 90 14
206 67 -38
222 107 23
207 122 34
170 115 -40
131 119 50
177 102 27
226 57 50
141 54 -22
133 78 5
198 72 -1
213 60 -18
159 95 52
159 51 4
187 78 -41
197 58 -24
198 59 50
190 118 -1
205 86 36
159 89 18
178 121 50
154 104 -11
145 76 -41
187 50 -36
223 43 46
214 62 42
143 54 37
163 59 -36
229 49 -7
158 109 46
195 30 29
146 73 22
165 117 55
147 128 3
160 47 34
210 117 -18
134 32 -33
141 33 51
146 61 -21
164 76 6
157 112 -11
133 111 -3
145 61 39
191 60 30
206 48 -35
205 36 -22
313 75 43
277 38 89
295 86 51
298 63 42
315 73 69
359 83 64
280 109 70
354 73 107
335 77 102
338 97 106
311 60 29
370 105 58
343 94 55
363 42 86
321 120 107
303 28 97
315 89 63
278 37 45
299 108 109
280 82 34
373 53 52
275 104 65
303 45 40
311 99 103
290 20 81
323 55 95
324 63 25
371 99 72
318 76 40
305 60 64
315 114 62
285 56 84
350 65 19
343 65 69
284 49 67
308 74 20
362 21 55
337 74 44
283 106 105
332 25 42
334 52 20
352 69 52
303 47 113
340 73 98
349 73 76
311 76 90
277 118 81
336 22 59
314 82 35
365 43 27
288 20 83
293 70 20
288 91 86
351 107 73
333 85 68
275 36 94
291 36 31
332 106 76
323 80 28
365 97 84
361 65 79
309 120 28
360 66 43
315 50 43
279 100 69
300 31 56
320 35 41
316 87 72
325 34 57
328 29 22
323 92 71
327 66 103
330 40 33
321 86 49
355 27 110
291 69 65
338 75 37
294 62 114
325 97 106
332 77 40
267 254 429
280 185 412
320 205 434
282 233 402
344 182 459
264 249 468
304 234 488
285 165 435
320 241 449
276 217 452
319 191 416
343 237 447
302 250 433
323 247 443
349 234 463
271 234 435
339 239 455
334 199 466
295 184 430
313 232 409
344 245 441
348 234 423
275 220 488
304 166 409
283 258 461
315 242 467
280 180 404
287 225 429
275 251 460
353 247 424
324 244 487
357 206 417
327 222 418
304 221 489
270 239 446
319 249 463
296 215 449
335 165 485
332 178 475
310 250 444
295 183 405
325 242 411
303 175 481
301 251 406
358 192 419
264 238 412
292 250 484
357 237 413
285 173 394
334 170 447
352 202 461
348 243 483
327 191 399
307 240 487
288 181 442
331 158 418
281 201 409
332 189 400
348 164 411
329 165 430
335 231 473
324 202 456
342 257 418
326 231 396
263 180 413
282 165 460
324 172 456
286 240 485
286 247 465
295 255 404
338 190 485
300 186 486
345 221 475
347 181 437
349 158 484
309 237 437
309 222 407
357 188 455
267 191 461
298 247 438
-21 385 103
57 419 30
45 361 98
-29 355 17
64 367 88
-21 351 60
-24 387 67
46 340 59
33 382 21
-30 374 110
2 348 84
3 414 15
-6 422 53
-21 391 83
35 369 49
-21 334 49
5 357 16
-11 392 31
20 340 90
-28 340 39
65 423 39
38 381 92
31 421 95
36 381 63
14 380 28
26 394 39
-33 399 87
56 365 65
7 423 43
6 430 58
44 389 109
-26 337 46
55 361 103
-3 419 62
-15 431 82
25 427 81
-25 412 51
21 389 77
22 381 88
12 362 21
53 372 75
-9 415 16
44 430 39
10 428 67
38 370 75
55 369 43
4 356 33
1 369 54
15 385 42
52 390 28
52 421 89
36 429 29
9 376 34
3 432 104
27 369 54
-18 379 35
23 370 84
12 359 97
-27 335 105
13 404 44
-34 364 31
39 387 20
61 387 18
14 335 93
13 415 37
-25 424 40
-1 432 94
7 412 45
43 429 110
44 414 83
-1 429 27
30 377 27
-12 400 68
-28 334 81
-6 373 67
27 397 104
22 371 74
1 376 84
8 428 97
19 418 51
517 293 314
540 354 363
449 336 327
517 302 316
447 281 312
537 303 334
505 291 324
468 377 314
487 296 356
492 366 366
500 285 330
508 374 364
495 357 308
511 294 275
455 335 273
487 365 313
493 370 329
450 366 346
471 345 370
455 352 369
497 322 301
508 347 370
520 331 340
527 364 336
457 313 350
466 362 282
520 293 297
492 356 348
512 373 331
442 368 349
456 340 304
460 283 325
514 371 288
523 292 317
487 292 301
459 362 271
530 349 281
537 305 271
533 330 321
471 354 354
533 349 319
471 281 315
533 340 335
525 336 313
522 301 297
505 277 349
467 309 310
469 346 363
501 285 330
461 370 272
472 318 280
532 341 307
475 307 343
516 322 283
442 361 353
454 301 282
469 298 308
536 367 305
455 309 306
452 335 280
537 316 294
458 318 305
444 283 302
510 318 313
458 354 345
521 365 356
487 362 281
508 323 274
457 333 319
475 333 300
478 327 357
511 277 332
448 368 366
507 283 288
512 346 319
521 328 276
507 366 338
482 321 363
533 369 285
482 282 360
405 342 436
336 352 477
353 256 423
352 318 446
404 337 406
383 259 461
358 327 485
408 303 461
358 344 415
351 296 453
368 280 487
311 326 454
341 284 445
397 275 479
348 340 483
347 254 414
384 258 419
351 274 501
368 320 477
394 277 425
315 254 499
354 306 451
393 262 440
334 340 459
377 298 470
394 321 451
333 293 477
328 332 504
373 300 490
346 289 492
323 336 449
392 274 450
382 350 471
326 275 443
388 272 500
310 288 462
