110 51 25
83 42 24
82 48 35
93 42 31
91 34 37
115 41 31
101 43 56
93 37 44
107 38 24
83 34 57
108 43 47
77 39 27
110 35 42
103 20 21
85 25 54
94 42 50
101 28 38
83 26 28
110 24 20
115 23 47
88 29 20
108 27 23
101 16 25
96 36 34
91 42 31
78 53 41
93 40 45
108 48 51
79 26 26
90 47 45
106 52 57
108 44 25
90 43 51
106 46 56
91 24 37
87 24 32
101 42 32
80 16 34
93 30 50
110 27 21
97 34 38
84 39 23
114 18 36
106 53 33
89 49 38
78 52 30
87 35 55
77 25 18
77 53 23
111 55 35
87 28 51
84 42 19
110 41 20
77 40 31
90 35 50
111 21 55
82 29 40
115 20 48
77 52 49
89 22 50
102 49 20
116 23 43
83 53 41
107 27 30
98 29 38
76 22 45
94 52 51
112 34 25
88 15 44
113 47 37
113 24 36
77 24 50
103 22 32
76 18 58
76 21 34
116 16 25
100 18 26
83 46 22
113 15 50
97 21 34
83 41 45
93 34 28
110 17 47
101 15 34
84 44 33
96 44 21
116 47 31
78 36 43
113 28 24
76 19 32
87 41 30
90 37 53
85 20 25
86 30 26
91 44 40
83 40 33
106 37 20
88 22 58
112 23 46
95 31 40
103 37 30
88 18 38
115 47 36
94 54 48
89 19 38
107 46 22
112 49 37
116 52 34
94 37 41
94 52 57
111 44 58
108 47 19
116 35 46
79 22 48
99 16 27
105 31 36
116 35 47
88 29 34
104 28 48
104 41 44
103 23 25
110 24 19
101 35 29
108 40 37
115 18 41
111 50 55
112 51 19
115 22 34
90 21 56
90 50 35
105 22 27
110 47 48
91 22 32
92 50 21
88 55 22
101 51 27
95 22 26
87 51 37
84 47 32
113 19 19
81 44 27
86 37 41
87 48 23
105 54 20
90 40 41
108 27 54
78 17 39
90 50 28
106 53 24
113 50 56
89 32 48
94 31 41
112 15 27
107 34 25
100 40 35
97 45 49
107 55 20
105 40 35
115 23 24
89 21 30
81 29 28
86 24 49
78 36 51
81 20 28
116 39 27
103 55 24
113 34 39
116 53 51
89 45 40
94 50 36
110 47 26
96 33 53
96 16 39
87 21 29
102 23 31
98 22 42
86 29 34
83 48 30
116 37 40
111 52 56
115 21 18
102 28 46
96 23 48
101 17 54
107 39 28
110 23 37
77 30 27
107 38 42
114 44 23
84 29 34
83 17 52
96 20 44
85 24 32
94 41 50
85 41 39
90 15 31
114 49 20
101 53 34
97 37 54
99 30 48
82 39 24
108 32 26
99 24 24
105 54 18
102 31 29
89 37 43
85 50 47
105 42 57
115 21 34
111 41 28
111 30 29
108 28 51
83 38 53
79 39 56
103 24 21
114 45 41
96 22 44
114 41 56
77 32 50
102 23 41
106 28 42
93 26 58
