15 97 46
15 28 72
1 69 99
88 22 49
0 57 15
87 29 8
41 59 59
86 23 5
26 3 47
78 40 60
23 46 9
31 58 1
47 44 43
97 90 63
78 12 55
31 57 28
37 82 9
71 38 85
99 74 93
78 85 20
35 35 89
99 21 98
19 17 26
14 87 91
36 10 0
39 93 79
42 40 60
4 49 29
30 30 21
85 81 20
39 1 36
96 1 50
60 21 65
35 42 8
13 41 33
36 36 97
27 25 99
91 96 54
14 97 29
41 74 11
18 80 86
68 61 79
12 68 63
36 19 48
57 8 96
66 100 98
78 86 18
58 83 19
75 65 79
34 54 6
12 59 19
93 80 42
22 49 82
12 86 24
18 95 14
44 80 98
24 8 74
1 83 61
78 80 24
49 77 29
71 96 60
30 2 21
27 8 90
69 25 74
73 94 51
81 32 11
22 16 9
1 68 58
10 61 34
75 73 27
36 27 64
43 86 14
88 32 52
90 76 36
84 15 42
13 84 14
90 99 87
37 85 39
9 78 45
41 11 85
3 49 50
77 25 98
56 28 69
61 35 72
0 62 12
3 74 20
42 23 74
43 96 52
64 6 35
29 92 23
13 17 4
23 9 38
69 16 25
40 78 92
32 5 93
81 21 28
90 52 91
93 41 96
34 72 71
45 14 35
